Meter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c12,c14,c16,bc1,bc2,bc3,bc4,bc6,bc8,bc12,bc24
c1,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
c2,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
c3,16.738726381615233,16.738726381615233,0.0,16.738726381615233,54.95542690884444,20.42035224833365,135.46643838285217,16.738726381615233,16.738726381615237,25.594823541534836,20.48020777421953,133.61979380903236,16.738726381615233,16.738726381615233,16.738726381615233,0.0,16.738726381615233,20.42035224833365,16.738726381615233,20.48020777421953,23.75058525549776
c4,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
c5,54.48531709073966,54.48531709073966,54.95542690884444,54.48531709073966,0.0,54.164009344063615,85.02986521428309,54.48531709073966,58.36884356327716,55.480472894431436,52.691049574154164,83.22661574552224,54.48531709073966,54.48531709073966,54.48531709073966,54.95542690884444,54.48531709073966,54.164009344063615,54.48531709073966,52.691049574154164,56.63229310526838
c6,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,54.164009344063615,0.0,130.0592109762777,18.63718150838853,24.93059329106275,23.951424922399063,14.4253452291444,128.21391981817035,18.63718150838853,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,0.0,18.63718150838853,14.4253452291444,23.664396609809035
c7,131.6973287778785,131.6973287778785,135.46643838285217,131.6973287778785,85.02986521428309,130.0592109762777,0.0,131.6973287778785,137.3399247639636,132.53395838258263,129.05817610328216,14.467877051847013,131.6973287778785,131.6973287778785,131.6973287778785,135.46643838285217,131.6973287778785,130.0592109762777,131.6973287778785,129.05817610328216,132.22233699441935
c8,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
c9,19.21418459441485,19.21418459441485,16.738726381615237,19.21418459441485,58.36884356327716,24.93059329106275,137.3399247639636,19.21418459441485,0.0,27.07737767273091,23.509526717077993,135.48971985367086,19.21418459441485,19.21418459441485,19.21418459441485,16.738726381615237,19.21418459441485,24.93059329106275,19.21418459441485,23.509526717077993,26.096028503877093
c10,19.683490606496733,19.683490606496733,25.594823541534836,19.683490606496733,55.480472894431436,23.951424922399063,132.53395838258263,19.683490606496733,27.07737767273091,0.0,23.592604569938164,130.7035491965936,19.683490606496733,19.683490606496733,19.683490606496733,25.594823541534836,19.683490606496733,23.951424922399063,19.683490606496733,23.592604569938164,25.532613612622704
c12,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,52.691049574154164,14.4253452291444,129.05817610328216,16.688555934928594,23.509526717077993,23.592604569938164,0.0,127.22480582726992,16.688555934928594,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,14.4253452291444,16.688555934928594,0.0,20.116008064341784
c14,129.8700452223264,129.8700452223264,133.61979380903236,129.8700452223264,83.22661574552224,128.21391981817035,14.467877051847013,129.8700452223264,135.48971985367086,130.7035491965936,127.22480582726992,0.0,129.8700452223264,129.8700452223264,129.8700452223264,133.61979380903236,129.8700452223264,128.21391981817035,129.8700452223264,127.22480582726992,130.40447991950643
c16,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc1,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc2,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc3,16.738726381615233,16.738726381615233,0.0,16.738726381615233,54.95542690884444,20.42035224833365,135.46643838285217,16.738726381615233,16.738726381615237,25.594823541534836,20.48020777421953,133.61979380903236,16.738726381615233,16.738726381615233,16.738726381615233,0.0,16.738726381615233,20.42035224833365,16.738726381615233,20.48020777421953,23.75058525549776
bc4,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc6,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,54.164009344063615,0.0,130.0592109762777,18.63718150838853,24.93059329106275,23.951424922399063,14.4253452291444,128.21391981817035,18.63718150838853,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,0.0,18.63718150838853,14.4253452291444,23.664396609809035
bc8,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc12,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,52.691049574154164,14.4253452291444,129.05817610328216,16.688555934928594,23.509526717077993,23.592604569938164,0.0,127.22480582726992,16.688555934928594,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,14.4253452291444,16.688555934928594,0.0,20.116008064341784
bc24,18.343713502168537,18.343713502168537,23.75058525549776,18.343713502168537,56.63229310526838,23.664396609809035,132.22233699441935,18.343713502168537,26.096028503877093,25.532613612622704,20.116008064341784,130.40447991950643,18.343713502168537,18.343713502168537,18.343713502168537,23.75058525549776,18.343713502168537,23.664396609809035,18.343713502168537,20.116008064341784,0.0
